CURSO-TECNICO-PROFISSIONALIZANTE,Início.1,Quantidade,GRADUACAO,Início.2,Quantidade,MESTRADO,Início.4,Quantidade,DOUTORADO,Início.5,Quantidade
Informática Industrial,1989.0,1.0,Engenharia Elétrica,2000.0,2,Engenharia Mecânica,2010.0,2.0,Phd,2015.0,1.0
 Química Industrial,2002.0,1.0,Arquitetura E Urbanismo,2009.0,2,Evolução Crustal E Recursos Naturais,2015.0,2.0,Performances Culturais,2019.0,1.0
Automação Industrial,2015.0,1.0,Ciência Da Computação,1997.0,2,Estudos Literários,2011.0,2.0,Neuroquímica,2014.0,1.0
Automação Industrial,2011.0,1.0,Arquitetura E Urbanismo,2007.0,2,Engenharia Elétrica,1993.0,2.0,Neurociências,2014.0,1.0
Agroindústria,2007.0,1.0,Engenharia Química,2010.0,2,Engenharia Mecânica,1996.0,2.0,Música,2021.0,1.0
Administração E Contabilidade,1997.0,1.0,Arquitetura E Urbanismo,2005.0,2,Engenharia De Estruturas,2014.0,2.0,Música,2015.0,1.0
Administração De Empresas Com Ênfase Em Gestão De Negócios,2010.0,1.0,Engenharia Elétrica,2001.0,2,Engenharia De Materiais,2018.0,2.0,Mundo Antigo,2009.0,1.0
Administração De Empresas,2008.0,1.0,Engenharia Química,2012.0,2,Engenharia Metalúrgica E De Minas,2015.0,2.0,Programa De Pós-graduação Em Letras Da Ufmg / Estudos Literários,2008.0,1.0
 Química Industrial,1997.0,1.0,Ciência Da Computação,2010.0,2,Ciências Farmacêuticas,2014.0,2.0,Programa De Pós-graduação Em Letras Da Ufmg / Estudos Literários,2020.0,1.0
Edificações,1973.0,1.0,Ciência Da Computação,2011.0,2,Ciências De Alimentos,2009.0,2.0,Programa De Pós-graduação Em Letras E Linguística,2014.0,1.0
 Química Industrial,1992.0,1.0,Quimica,2006.0,2,Ciências Da Computação,2016.0,2.0,Programa De Pós-graduação Em Psicologia: Cognição E Comportamento,2017.0,1.0
 Química,2009.0,1.0,Farmácia,2005.0,2,Ciências Da Computação,2014.0,2.0,Programa De Pós-graduação Em Química,2017.0,1.0
 Química,2003.0,1.0,Ciências,1997.0,2,Ciências Da Computação,2002.0,2.0,Programa De Pós-graduaçãoemengenharia Química - Ufmg,2016.0,1.0
 Química,1995.0,1.0,Engenharia De Produção Civil,1999.0,2,Programa De Pós-graduação Em Engenharia Elétrica,2008.0,2.0,Psicologia,2020.0,1.0
 Química,1992.0,1.0,Engenharia Mecânica,2011.0,2,Programa De Pós-graduação Em Engenharia Elétrica,2014.0,2.0,Psicologia Escolar E Do Desenvolvimento Humano,2006.0,1.0
 Química,1990.0,1.0,Ciências Biológicas,1998.0,2,Ciências Biológicas (fisiologia E Farmacologia),2010.0,2.0,Psicossociologia De Comunid.e Ecologia Social,2016.0,1.0
Ead - Meio Ambiente,2018.0,1.0,Relações Internacionais,2006.0,2,Modelagem Matemática E Computacional,2018.0,2.0,Pós Engenharia De Automação E Sistemas,2011.0,1.0
Edificações,1976.0,1.0,Licenciatura Plena Em Matemática,2004.0,2,"Ciência E Tecnologia Das Radiações, Minerais E Mat",2011.0,2.0,Modelagem Matematica E Computacional,2013.0,1.0
 Química,1979.0,1.0,Geologia,2011.0,2,"Ciência E Tecnologia Das Radiações, Minerais E Mat",2010.0,2.0,Modelagem Computacional,2018.0,1.0
Edificações,2002.0,1.0,Engenharia Química,2008.0,2,"Ciência E Tecnologia Das Radiações, Mi",2008.0,2.0,Phd In Biology,2016.0,1.0
Eletrinica,1989.0,1.0,Química,2010.0,2,Quimica Inorganica,2005.0,2.0,Ppge - Programa De Pós-graduação Em Educação (doutorado),2019.0,1.0
Edificações: Planejamento E Projetos,2001.0,1.0,Engenharia Elétrica,1987.0,2,Química,1996.0,2.0,Programa De Pós-graduação Em Estudos Da Tradução,2010.0,1.0
Edificações / Construção Civil,2000.0,1.0,Engenharia Elétrica,1988.0,2,Química,2007.0,2.0,Programa De Pós-graduação Em Estudos De Linguagens,2019.0,1.0
Edificações,2009.0,1.0,Engenharia Eletrônica E De Telecomunicações,2009.0,2,Química,2010.0,2.0,Programa De Pós-graduação Em Engenharia Mecânica - Ufmg,2021.0,1.0
Edificações,2008.0,1.0,Geologia,1983.0,2,Ciência Da Computação,2009.0,2.0,Programa De Pós-graduação Em Engenharia Mecânica - Ufmg,2020.0,1.0
Edificações,2003.0,1.0,Geologia,2002.0,2,Química,2014.0,2.0,Programa De Pós-graduação Em Engenharia Mecânica - Ufmg,2019.0,1.0
Edificações,2001.0,1.0,Engenharia Elétrica,1992.0,2,Química,2016.0,2.0,Programa De Pós-graduação Em Engenharia Mecânica - Ufmg,2015.0,1.0
Edificações,1981.0,1.0,Engenharia Metalúrgica,2011.0,2,Tecnologia,1997.0,2.0,Programa De Pós-graduação Em Engenharia Mecânica - Puc Minas,2021.0,1.0
Edificações,1996.0,1.0,Biomedicina,2010.0,2,Tecnologia,1999.0,2.0,Programa De Pós-graduação Em Engenharia Mecânica - Puc Minas,2017.0,1.0
Edificações,1993.0,1.0,Ciencia Da Computação,2005.0,2,Administração,2010.0,2.0,Programa De Pós-graduação Em Engenharia Mecânica - Puc Minas,2015.0,1.0
Edificações,1991.0,1.0,Filosofia,2005.0,2,Administração,2007.0,2.0,Programa De Pós-graduação Em Engenharia Elétrica,2013.0,1.0
Edificações,1989.0,1.0,Química Tecnológica,2010.0,2,Administração,2004.0,2.0,Programa De Pós-graduação Em Engenharia Elétrica,2011.0,1.0
Edificações,1983.0,1.0,Engenharia Metalúrgica,2009.0,2, De Pós-graduação Em Engenharia Metalúrgica E De Minas (cpgem),2009.0,2.0,Programa De Pós-graduação Em Engenharia Elétrica,2010.0,1.0
Edificações,1982.0,1.0,Química,2006.0,2,Programa De Pós Medicamentos E Assistência Farmacêutica,2015.0,2.0,Programa De Pós-graduação Em Engenharia Civil - Propec,2021.0,1.0
 Química,1986.0,1.0,Engenharia Elétrica,1994.0,2,"Ciência E Tecnologia Das Radiações, Minerais E Materiais",2016.0,2.0,Programa De Pós-graduação Em Engenharia Civil - Propec,2017.0,1.0
 Meânica,1978.0,1.0,Engenharia Eletrônica E De Telecomunicação,1995.0,2,Mestrado Matematica Aplicada,2014.0,1.0,"Programa De Pós-graduação Em Educação: Conhecimento E Inclusão Social, Da F",2014.0,1.0
Informática Industrial,1988.0,1.0,Engenharia Metalúrgica,2005.0,2,Química,2017.0,1.0,Programa De Pós-graduação Em Educação,2020.0,1.0
 Eletrotécnica,1969.0,1.0,Ciências Biológicas,2003.0,2,Estudos Literários,2013.0,1.0,Programa De Pós-graduação,2017.0,1.0
 Industrial De Mecânica,1985.0,1.0,Ciências Biológicas,1994.0,2,Estudos Literários,2012.0,1.0,Programa De Pós Psicologia,2014.0,1.0
 Eletrônico,1999.0,1.0,Ciências Biológicas,2005.0,2,Química,2008.0,1.0,Programa De Pós Graduação Multicêntrico Em Química De Minas Gerais,2021.0,1.0
 Eletrônica Industrial,1994.0,1.0,Engenharia De Produção Civil,2009.0,2,Estudos Literários,2001.0,1.0,Programa De Pós Graduação Multicêntrico Em Química De Minas Gerais,2016.0,1.0
 Eletrônica Industrial,1991.0,1.0,Psicologia,1986.0,2,Estudos Lingüísticos,2014.0,1.0,Programa De Pós Graduação Da Escola De Enfermagem,2017.0,1.0
 Eletrônica,1980.0,1.0,Engenharia De Produção Civil,2007.0,2,Estudos Lingüísticos,2004.0,1.0,Microeletrônica,2005.0,1.0
 Eletrotécnica,1977.0,1.0,Ciências Econômicas,2010.0,2,Estudos Lingüísticos,2003.0,1.0,Microbiologia Agrícola,2014.0,1.0
 Eletronica,2004.0,1.0,Ciências Econômicas,2011.0,2,Estudos Lingüísticos,2001.0,1.0,Microbiologia (conceito Capes 7),2015.0,1.0
 Industrial Em Eletrônica,1992.0,1.0,Tecnologia Em Radiologia,2004.0,2,Parasitologia,2007.0,1.0,Meio Ambiente,2018.0,1.0
 Eletronica,1995.0,1.0,Engenharia Mecânica,1984.0,2,Nutrição E Saúde,2019.0,1.0,Imunologia E Biologia Da Infecção,2017.0,1.0
 Eletromecânica,1994.0,1.0,Engenharia Mecânica,1981.0,2,Química,2012.0,1.0,História,2016.0,1.0
 Eletromecânica,1991.0,1.0,Engenharia De Produção Civil,2005.0,2,Nanociências E Materiais Avançados,2018.0,1.0,Quimica Inorganica,2007.0,1.0
 Edificações,1986.0,1.0,Ciências Socioambientais,2011.0,2,Música,2018.0,1.0,Quimica Inorganica,2016.0,1.0
 Agrícola,2004.0,1.0,Engenharia Mecânica,1978.0,2,Química,2019.0,1.0,Química,1992.0,1.0
 Administração,1995.0,1.0,Engenharia De Produção Civil,2004.0,2,"Saneamento, Meio Ambiente E Recursos Hídricos",2015.0,1.0,Química,1995.0,1.0
 Industrial Em Eletrônica,1990.0,1.0,Comunicação Social,2008.0,2,Química (química Analítica) [sp-capital],1971.0,1.0,Gestão & Organização Do Conhecimento,2019.0,1.0
 Industrial Em Eletrônica,1993.0,1.0,Jornalismo,2006.0,2,Química E Biotecnologia,1996.0,1.0,Gestão & Organização Do Conhecimento,2015.0,1.0
 Metalurgia,2001.0,1.0,Programa Especial De Formação De Docente,2017.0,2,Química Inorgânica,2007.0,1.0,Geotecnia,2016.0,1.0
 Mecânico,1976.0,1.0,Comunicação Social - Jornalismo,2005.0,2,Química Inorgânica,2016.0,1.0,Geotecnia,2014.0,1.0
 Metalurgia,1980.0,1.0,Engenharia Mecatrônica,2009.0,2,Química Orgânica,2014.0,1.0,Geotecnia,2009.0,1.0
 Mecânico,2005.0,1.0,Licenciatura Plena,1988.0,2,Recursos Hídricos E Saneamento Ambiental,1991.0,1.0,Geology,2005.0,1.0
 Mecânico,1992.0,1.0,Engenharia Mecânica,1990.0,2,Relações Internacionais,2012.0,1.0,Geologia,2020.0,1.0
 Mecânico,1987.0,1.0,Engenharia De Produção Civil,2001.0,2,Ressources Minérales - Exploitation Minière Et Stockage Géologique,2016.0,1.0,Química,1998.0,1.0
 Mecânico,1981.0,1.0,Psicologia,1995.0,2,"Saneamento, Meio Ambiente E Recursos Hídricos",1994.0,1.0,Geologia,2017.0,1.0
 Mecânico,1977.0,1.0,Psicologia,2006.0,2,"Saneamento, Meio Ambiente E Recursos Hídricos",1997.0,1.0,Geologia,2013.0,1.0
 Mecânica Industrial,2004.0,1.0,Licenciatura Plena Para A Graduação De Professores,1992.0,2,"Saneamento, Meio Ambiente E Recursos Hídricos",2003.0,1.0,Química,2001.0,1.0
 Industrial Em Mecânica,1970.0,1.0,Engenharia Mecânica,1994.0,2,"Saneamento, Meio Ambiente E Recursos Hídricos",2005.0,1.0,Geologia,2011.0,1.0
 Mecânica,1976.0,1.0,Ciências Biológicas,2010.0,2,"Saneamento, Meio Ambiente E Recursos Hídricos",2012.0,1.0,Geografia Rio Claro,1998.0,1.0
 Mecanico,1984.0,1.0,Psicologia,2011.0,2,Estética E Filosofia Da Arte,2014.0,1.0,Imunologia E Parasitologia Aplicadas,2010.0,1.0
 Industrial Em Saneamento,1994.0,1.0,Engenharia Mecânica,2005.0,2,Estética E História Da Arte,2017.0,1.0,Informática,2020.0,1.0
 Industrial Em Química,2005.0,1.0,Ciências Biológicas,2006.0,2,Evolução Crustal E Recursos Naturais,1996.0,1.0,Interdisciplinar Em Ciências Humanas,2017.0,1.0
 Industrial Em Química,1995.0,1.0,História,2002.0,2,Evolução Crustal E Recursos Naturais,2010.0,1.0,Linguística Aplicada,2018.0,1.0
 Industrial Em Quimica,1994.0,1.0,Engenharia Mecânica,2001.0,2,Patologia,2008.0,1.0,Medicamentos E Assistência Farmacêutica,2018.0,1.0
Eletroeletrônica,2008.0,1.0,História,2003.0,2,Microbiologia Agrícola,2012.0,1.0,Mechanical Engineering,2018.0,1.0
Eletroeletrônica,2018.0,1.0,Letras - Português E Alemão,2009.0,1,Modelagem Computacional,2016.0,1.0,Mathematical And Computational Modeling,2016.0,1.0
Eletromecanica,2002.0,1.0,Formação De Professores Para Currículo Especial Do,1993.0,1,Pós-graduação Em Engenharia Mecânica,2009.0,1.0,Matemática Aplicada,2013.0,1.0
Eletrônica,1991.0,1.0,Letras: Tecnologias De Edição,2014.0,1,Quimica,2007.0,1.0,"Pós Engenharia Metalúrgica, Materiais E De Minas",2020.0,1.0
Eletrônica Industrial,1993.0,1.0,Letras-português/inglês E Respectivas Literaturas,2011.0,1,Quimica,2011.0,1.0,Engenharia Metalúrgica E De Minas,2017.0,1.0
Eletrônica,2009.0,1.0,Letras - Português,2018.0,1,Modelagem E Controle De Sistemas,2012.0,1.0,Lingüística,2014.0,1.0
Eletrônica,2008.0,1.0,Licenciatura Me Matemática,2003.0,1,Química,1987.0,1.0,Linguística Teórica E Descritiva - Fonologia,2017.0,1.0
Eletrônica,2007.0,1.0,Letras - Português,2007.0,1,Química,1992.0,1.0,Pós-graduação Em Análises Clínicas E Toxicológicas,2019.0,1.0
Eletrônica,2005.0,1.0,Licenciatura Matemática,2005.0,1,Química,1994.0,1.0,Letras,2013.0,1.0
Eletrônica,2002.0,1.0,Letras - Português E Espanhol,2006.0,1,Modelagem Matematica E Computacional,2003.0,1.0,Pós-graduação Em Ciências E Técnicas Nucleares,2011.0,1.0
Eletrônica,1989.0,1.0,Letras Português/ Inglês,2004.0,1,Física,1983.0,1.0,Pós-graduação Em Estudos De Linguagem,2018.0,1.0
Equipamentos Biomédicos,2005.0,1.0,Letras - Tradução,2004.0,1,Fitotecnia (produção Vegetal),2000.0,1.0,Pós-graduação Em Saúde Coletiva,2015.0,1.0
Eletrônica,1988.0,1.0,Letras / Licenciatura Plena Em Língua Portuguesa,1997.0,1,Fisiologia E Farmacologia,2010.0,1.0,Quimica,2006.0,1.0
Eletrônica,1987.0,1.0,Formacao De Docentes,2011.0,1,Filosofia,2016.0,1.0,Quimica,2008.0,1.0
Eletrônica,1984.0,1.0,Fisica,2005.0,1,Química,2001.0,1.0,Linguagens,2016.0,1.0
Eletrônica,1982.0,1.0,Liceciatura Em Química,1999.0,1,Química,2002.0,1.0,Quimica,2009.0,1.0
Eletrônica,1978.0,1.0,Letras R2,2015.0,1,Química,2003.0,1.0,Letras,2017.0,1.0
Eletrônica,1977.0,1.0,Letras - Português E Inglês,2017.0,1,Filosofia,2013.0,1.0,Matemática,2010.0,1.0
Ensino Profissional De Nível ,1996.0,1.0,Licenc. P. P/ A Grad. De Prof. Parte De Form Espec,1987.0,1,Filosofia,2003.0,1.0, De Pós-graduação Em Engenharia Metalúrgica E De Minas (cpgem),2004.0,1.0
Equipamentos Para A Área Da Saúde,2008.0,1.0,Formação Pedagógica Em Matemática,2019.0,1,Farmacotécnica E Biofarmácia,2019.0,1.0,Engenharia Metalúrgica E De Minas,2014.0,1.0
Eletromecanica,2005.0,1.0,Filosofia,2008.0,1,Química,2004.0,1.0,Ciências Biologicas (microbiologia),2019.0,1.0
Gestão Em Serviços De Saúde,2007.0,1.0,Licenciado Pleno Para Graduação De Professores Da,1990.0,1,Química,2005.0,1.0,Ciências Da Computação,2019.0,1.0
Informática Gerencial,2006.0,1.0,Geografia,2000.0,1,Extensão Rural,2016.0,1.0,Ciências Da Computação,2018.0,1.0
Informática - Sistemas De Análise Da Informação,1997.0,1.0,Formação Pedagógica Para Educação Profissional,2006.0,1,Evolução Crustal E Recursos Naturais,2018.0,1.0,Ciências Da Computação,2017.0,1.0
Informática,2007.0,1.0,Historia,2005.0,1,Modelagem Matemática E Computacional,2002.0,1.0,Ciências Da Computação,2014.0,1.0
Informática,2001.0,1.0,Graduação De Professores,1981.0,1,Evolução Crustal E Recursos Naturais,2013.0,1.0,Ciências Da Computação,2009.0,1.0
Informática,1998.0,1.0,Física-licenciatura,1999.0,1,"Saneamento, Meio Ambiente E Recursos Hídricos",2013.0,1.0,Ciências Da Computação,2005.0,1.0
Gestão Empresarial,2009.0,1.0,Graduação De Professores - Química Aplicada,1981.0,1,"Saneamento, Meio Ambiente E Recursos Hídricos",2017.0,1.0,Ciências Da Computação,2003.0,1.0
Gestão Comercial,2007.0,1.0,Física Licenciatura,2004.0,1,Mestrado Engenharia Mecânica,2001.0,1.0,Ciências Biológicas (microbiologia),2005.0,1.0
Equipamentos Para A Área Da Sáude,2008.0,1.0,Física Licenciatura,2002.0,1,Engenharia Urbana,2016.0,1.0,Ciências Biológicas (genética),2017.0,1.0
Estradas - Ênfase Em Transporte E Trânsito,1999.0,1.0,Historia,2002.0,1,Teoria Literaria E Critica Da Cultura,2010.0,1.0,Ciências Biológicas (fisiologia E Farmacologia),2011.0,1.0
Estradas,2007.0,1.0,História,2001.0,1,Estatística,2014.0,1.0,Ciências Biologicas (microbiologia),2010.0,1.0
Estradas,2004.0,1.0,História-licenciatura,2005.0,1,Teoria Literaria E Critica Da Cultura,2012.0,1.0,Ciências Da Informação,2009.0,1.0
 /profissionalizante Em Edificações,2003.0,1.0,Física Licenciatura,2000.0,1,Estatística,2007.0,1.0,Ciências Agrárias (fisiologia Vegetal),2017.0,1.0
Estradas,1992.0,1.0,Física Licenciatura,1994.0,1,Estatística,2002.0,1.0,Ciências,2011.0,1.0
Estradas,1989.0,1.0,Física Aplicada Ciência Dos Materiais,1999.0,1,Teoria Literaria E Critica Da Cultura,2013.0,1.0,Ciência Política,2013.0,1.0
Eletrônica,1976.0,1.0,Física / Licenciatura,1997.0,1,Teoria Literaria E Critica Da Cultura,2016.0,1.0,Ciência Política,2012.0,1.0
Eletrotécnica/automação Industrial,2006.0,1.0,História,2004.0,1,Transportes,2008.0,1.0,Ciência E Tecnologia De Alimentos,2012.0,1.0
Eletrotécnica/automação,2007.0,1.0,História,2006.0,1,Tratamento Da Informação Espacial,2001.0,1.0,Ciência E Tecnologia De Alimentos,2011.0,1.0
Eletromecânica Industrial,1996.0,1.0,Gestão E Matemática - Prog. Esp. De Form. Ped.. P. Docentes,2007.0,1,Tratamento Da Informação Espacial,2008.0,1.0,Ciência E Tecnologia De Alimentos,2008.0,1.0
Eletrotécnica,1975.0,1.0,Gestão De Serviços E Negocios Internacionais,2005.0,1,Uso Sustentável De Recursos Naturais,2013.0,1.0,"Ciência E Tecnologia Das Radiações, Minerais E Materiais",2019.0,1.0
Eletrotécnica,1974.0,1.0,Gestão De Serviços De Saúde,2012.0,1,Estatística,1999.0,1.0,"Ciência E Tecnologia Das Radiações, Minerais E Materiais",2018.0,1.0
Eletrotecnica,2010.0,1.0,Gestão Da Tecnologia Da Informação,2006.0,1,Entomologia,2014.0,1.0,"Ciência E Tecnologia Das Radiações, Minerais E Materiais",2012.0,1.0
Eletrotecnica,1984.0,1.0,Geologia,2012.0,1,Engenharia Urbana,2004.0,1.0,Ciências Da Computação,2021.0,1.0
Eletronica,1986.0,1.0,Geologia,2010.0,1,"Saneamento, Meio Ambiente E Recursos Hídricos",2019.0,1.0,Ciências Da Informação,2014.0,1.0
Eletromêcanica,2009.0,1.0,Geologia,2007.0,1,Zoologia,2005.0,1.0,Engenharia Metalúrgica E De Minas,2010.0,1.0
Eletromecânica,2007.0,1.0,Geologia,2006.0,1,Engenharia Química,2016.0,1.0,Ciências Florestais,1994.0,1.0
Eletrotécnica Industrial,1997.0,1.0,Geologia,2005.0,1,Museologia E Patrimönio,2015.0,1.0,Comunicação Social,2010.0,1.0
Eletromecânica,2005.0,1.0,Geologia,2004.0,1,Msc Water Resources And Environmental Management,2015.0,1.0,Computação Aplicada,2002.0,1.0
Eletromecânica,2004.0,1.0,Geologia,1996.0,1,Engenharia Química,2005.0,1.0,Computação,2009.0,1.0
Eletromecânica,2002.0,1.0,Geologia,1982.0,1,Zootecnia,1988.0,1.0,Community Sustainability,2021.0,1.0
Eletromecânica,2001.0,1.0,Geografia E Análise Ambiental (bacharelado E Lic.),2006.0,1,Engenharia Naval E Oceânica,2014.0,1.0,Cognitive Science,2008.0,1.0
Eletromecânica,1997.0,1.0,Geografia - Licenciatura Ou Bacharelado,2010.0,1,Engenharia Mineral,2017.0,1.0,Ciências Técnicas Nucleares,2017.0,1.0
Eletromecânica,1992.0,1.0,Geografia - Licenciatura,2011.0,1,Engenharia Mineral,2009.0,1.0,Ciências Técnicas Nucleares,2013.0,1.0
Eletrotécnica,1977.0,1.0,Geografia,2006.0,1,"Engenharia Metalúrgica, Materiais E Minas",2011.0,1.0,Ciências Técnicas Nucleares,2010.0,1.0
Eletrotécnica,1982.0,1.0,Geografia,2004.0,1,Mpa,2005.0,1.0,Ciências Técnicas Nucleares,2008.0,1.0
Eletrotécnica,1983.0,1.0,História,2008.0,1,Zootecnia,2002.0,1.0,Ciências Mecânicas,2009.0,1.0
Eletrotécnica,1987.0,1.0,Humanas,2009.0,1,Modelagem Matemática E Computacional,2019.0,1.0,Ciências Farmacêuticas,2018.0,1.0
Eletrotécnica,1990.0,1.0,Física,1983.0,1,Teoria Literaria E Critica Da Cultura,2006.0,1.0,Ciências Da Informação,2015.0,1.0
Eletrotécnica,1992.0,1.0,Física,2002.0,1,Teologia Sistemática,2001.0,1.0,Ciências Farmacêuticas,2010.0,1.0
Eletrotécnica,1993.0,1.0,Letras,2012.0,1,Estatística,2016.0,1.0,Ciências Farmacêuticas,2001.0,1.0
Eletrotécnica,2008.0,1.0,Letras,2014.0,1,Telecomunicações,2003.0,1.0,Ciências Dos Materiais,2017.0,1.0
Eletrotécnica,2009.0,1.0,Letras,2017.0,1,Saúde Animal,2013.0,1.0,Ciências Dos Alimentos,2001.0,1.0
Eletrotécnica - Automação Industrial,2007.0,1.0,Letras (espanhol),2010.0,1,Saúde Coletiva,2018.0,1.0,Ciências Do Esporte,2013.0,1.0
Eletrotécnica - Automação Industrial,2008.0,1.0,Letras (português/inglês),1997.0,1,Saúde E Enfermagem,2009.0,1.0,Ciências De Alimentos,2018.0,1.0
Eletrotécnica - Ênfase Em Automação Industrial,2005.0,1.0,Letras - Espanhol,2010.0,1,Saúde Pública,2008.0,1.0,Ciências De Alimentos,2016.0,1.0
Eletrotécnica E Automaçaõ Industrial,2003.0,1.0,Letras - Inglês,1995.0,1,Saúde Pública,2017.0,1.0,Ciências Da Reabilitação,2019.0,1.0
Eletrotécnica E Automação Industrial,2002.0,1.0,Ingenieria Civil,2005.0,1,Saúde Pública,2018.0,1.0,Ciências Da Informação,2019.0,1.0
Eletrotécnica E Automação Industrial,2005.0,1.0,Letras - Inglês,1997.0,1,Sig E Modelação Territorial Aplicados Ao Ordenamento,2017.0,1.0,Ciências Da Informação,2016.0,1.0
Eletrotécnica E Automação Industrial,2007.0,1.0,Física,1999.0,1,Sistemas Aquáticos E Gestão De Águas,2010.0,1.0,"Ciência E Tecnologia Das Radiações, Minerais E Mat",2014.0,1.0
Eletrotécnica E Automação Industrial,2010.0,1.0,Letras - Inglês,2001.0,1,Sistemas De Controle,2012.0,1.0,Ciência E Tecnologia Das Radiações,2013.0,1.0
Técni Co Em Química,2004.0,1.0,Letras - Língua Portuguesa,2000.0,1,Sistemas De Controle,2015.0,1.0,Ciência E Tecnologia Da Madeira,2019.0,1.0
,,,Letras - Língua Portuguesa,2002.0,1,Sistemas De Informação E Gestão Do Conhecimento,2013.0,1.0,Agroquímica,2017.0,1.0
,,,Física,1985.0,1,Sistemas Elétricos De Potencia,2012.0,1.0,Bioengenharia,2015.0,1.0
,,,Letras,2011.0,1,Sistemas Mecatrônicos,2018.0,1.0,Ats - Automatique Et Traitement De Signal,2018.0,1.0
,,,Letras,2010.0,1,Estudos De Linguagem,2018.0,1.0,Artes,2019.0,1.0
,,,Física,2008.0,1,Estudos De Linguagem,2009.0,1.0,Arquitetura E Urbanismo,2014.0,1.0
,,,Letras,2000.0,1,Estruturas E Construção Civil,2014.0,1.0,Arquitetura E Urbanismo,2008.0,1.0
,,,Letras,1997.0,1,Sociologia,1985.0,1.0,Arquitetura,2021.0,1.0
,,,Letras,1994.0,1,Sustentabilidade Socioeconômica E Ambiental,2011.0,1.0,Arquitetura,2019.0,1.0
,,,Letras,1980.0,1,Tecnologia,1988.0,1.0,Arquitetura,2018.0,1.0
,,,Jornalismo (29901),2010.0,1,Estatística E Experimentação Agropecuária,2018.0,1.0,Aqüicultura,2021.0,1.0
,,,Jornalismo,2012.0,1,Música,2013.0,1.0,Antropologia Social,2021.0,1.0
,,,Jornalismo,2011.0,1,Máster En Pedagogía Profesional,2000.0,1.0,Agroquímica,2010.0,1.0
,,,Jornalismo,2010.0,1,Estatística Aplicada E Biometria,2010.0,1.0,Ciência E Tecnologia Da Madeira,2018.0,1.0
,,,Física,2014.0,1,Tecnologia Ambiental,2016.0,1.0,Agronomia (agricultura),2015.0,1.0
,,,Física - Licenciatura Ou Bacharelado,2013.0,1,Tecnologia Ambiental E Recursos Hídricos,2017.0,1.0,Administração - Ppga Fea Usp,2020.0,1.0
,,,Jornalismo,2005.0,1,Tecnologia Manufatura Integrada Por Computador,2002.0,1.0,Administração,2021.0,1.0
,,,Jornalismo,2002.0,1,"Tecnologia, Educação Tecnológica",1993.0,1.0,Administração,2018.0,1.0
,,,Jornalismo,1999.0,1,Física,1989.0,1.0,Administração,2017.0,1.0
,,,Jornalismo,1998.0,1,Pós-graduação Em Ciências E Técnicas Nucleares,2008.0,1.0,Administração,2015.0,1.0
,,,Licenciatura Plena,1987.0,1,Pós-graduação Em Ciência Da Computação,2001.0,1.0, De Pós-graduação Interdisciplinar Em Ciências Humanas,2017.0,1.0
,,, De Engenharia Eletrônica E De Telecomunicaçõ,1995.0,1,Mestrado Profissional Em Ensino De Biologia Em Rede Nacional 32001010175p5,2017.0,1.0," De Pós-graduação Em Engenharia Metalúrgica, Materiais E De Minas",2009.0,1.0
