CURSO-TECNICO-PROFISSIONALIZANTE,Início.1,Quantidade,GRADUACAO,Início.2,Quantidade,MESTRADO,Início.4,Quantidade,DOUTORADO,Início.5,Quantidade
,,,Ciência E Economia,2011.0,1,Arquitetura E Urbanismo,2004.0,1.0,,,
,,,Ciências Biológicas,1997.0,1,Arquitetura E Urbanismo,2011.0,1.0,,,
,,,Ciências Biológicas,2000.0,1,Artes,2008.0,1.0,,,
,,,Ciências Biológicas,2001.0,1,Artes,2009.0,1.0,,,
,,,Ciências Biológicas,2002.0,1,Artes,2010.0,1.0,,,
,,,Ciências Biológicas,2004.0,1,Artes,2011.0,1.0,,,
,,,Ciências Biológicas,2007.0,1,"Artes Plásticas, Visuais E Interartes",2017.0,1.0,,,
,,,Ciências Biológicas,2011.0,1,Artes Visuais,2015.0,1.0,,,
,,,Ciências Biológicas,2019.0,1,Análises Clínicas E Toxicológicas,2015.0,1.0,,,
,,,Ciências Biológicas - Licenciatura,2006.0,1,Análise E Modelagem De Sistemas Ambientais,2019.0,1.0,,,
,,,Ciências Biológicas - Licenciatura Plena,2000.0,1,Análise E Modelagem De Sistemas Ambientais,2009.0,1.0,,,
,,,Ciências Biológicas E Programação Da Saúde,1997.0,1,Administração Pública,2005.0,1.0,,,
,,,Ciências Biológicas Licenciatura,2001.0,1, De Pós-graduação Em Engenharia Metalúrgica E De Minas (cpgem),2012.0,1.0,,,
,,,Ciências Biológicas/bacharelado Em Ecologia,1996.0,1,Administração,2005.0,1.0,,,
,,,Ciências Contábeis,1976.0,1,Administração,2011.0,1.0,,,
,,,Ciências Contábeis,2007.0,1,Administração,2013.0,1.0,,,
,,,Ciências Da Computação,2005.0,1,Administração,2015.0,1.0,,,
,,,Ciências Economicas,1990.0,1,Administração,2018.0,1.0,,,
,,,Conservação E Restauração De Bens Culturais Móveis,2009.0,1,Administração De Empresas,2015.0,1.0,,,
,,,Controle De Processos Industrais,2010.0,1,Administração Pública,2008.0,1.0,,,
,,,Desenho Industrial,1992.0,1,Análise De Bacias E Faixas Móveis,2010.0,1.0,,,
,,,Desenho Industrial - Hab. Projeto De Produto,1991.0,1,Agricultura Tropical E Sub Tropical,2013.0,1.0,,,
,,,Eletrônica,1988.0,1,Agronomia (fitotecnia),1994.0,1.0,,,
,,,Enfermagem,1998.0,1,Agronomia (solos E Nutrição De Plantas),2006.0,1.0,,,
,,,Enfermagem,2008.0,1,Agroquímica,1999.0,1.0,,,
,,,Eng Civil,1984.0,1,Agroquímica,2009.0,1.0,,,
,,,Eng. Ind. Mecânica,1984.0,1,Agroquímica,2016.0,1.0,,,
,,,Eng. Mecânica,1983.0,1,Antropologia,2015.0,1.0,,,
,,,Engeharia Elétrica,1985.0,1,Bioinformática,2013.0,1.0,,,
,,,Engeharia Mecanica,2007.0,1,Bioinformática,2014.0,1.0,,,
,,,Engenhari Industrial Elétrica,2004.0,1,Biologia (ecologia),2005.0,1.0,,,
,,,Engenhari Mecânica,1984.0,1,Ciência Da Computação,2005.0,1.0,,,
,,,Engenharia,1962.0,1,"Ciên. E Tec. Das Radiações, Minerais E Materiais",2010.0,1.0,,,
,,,Engenharia,1983.0,1,Ciênc.da Saúde (infectologia E Medicina Tropical),2006.0,1.0,,,
,,,Engenharia Agronomica,2001.0,1,Ciência Animal,2008.0,1.0,,,
,,,Engenharia Ambiental,2000.0,1,Ciência Animal (conceito Capes 6),2010.0,1.0,,,
,,,Engenharia Ambiental,2002.0,1,Ciência Da Computação,1992.0,1.0,,,
,,,Engenharia Ambiental,2003.0,1,Ciência Da Computação,2003.0,1.0,,,
,,,Engenharia Ambiental,2005.0,1,Ciência Da Computação,2004.0,1.0,,,
,,,Engenharia Ambiental,2009.0,1,Ciência Da Computação,2006.0,1.0,,,
,,,Engenharia Ambiental E Sanitária,2012.0,1,Ciencias Geofisicas Geologicas,1993.0,1.0,,,
,,,Electrical Engineering,2000.0,1,Ciência Da Computação,2008.0,1.0,,,
,,,Electrical And Electronic Engineering,2014.0,1,Ciência Da Computação,2011.0,1.0,,,
,,,Educação Física,2009.0,1,Ciência Da Computação,2014.0,1.0,,,
,,,Direito,2002.0,1,Ciência Da Computação,2015.0,1.0,,,
,,,Desenho Industrial - Projeto De Produto,2003.0,1,Ciência Da Informação,2007.0,1.0,,,
,,,Desenho Industrial -habilitação Projeto De Produto,1998.0,1,Ciência Da Nutrição,2003.0,1.0,,,
,,,Design De Ambientes,2009.0,1,Ciência Das Tec Das Radiações Minerais E Materiais,2005.0,1.0,,,
,,,Design De Produto,2007.0,1,Civil And Structural Engineering,2004.0,1.0,,,
,,,Design De Produto,2008.0,1,Ciencia E Tecnologia Dos Materiais,2007.0,1.0,,,
,,,Design Gráfico,2003.0,1,Biologia Animal,2002.0,1.0,,,
,,,Direito,1990.0,1,Biologia Vegetal,2014.0,1.0,,,
,,,Direito,1999.0,1,Biologia Celular,2011.0,1.0,,,
,,,Direito,2003.0,1,Biologia Celular,2017.0,1.0,,,
,,,Educação Física,2005.0,1,Biologia Celular,2018.0,1.0,,,
,,,Direito,2006.0,1,"Biologia Celular E Molecular, Genômica E Proteômica De Tripanosomatídeos",2018.0,1.0,,,
,,,Direito,2008.0,1,Biologia Comparada,2006.0,1.0,,,
,,,Direito,2011.0,1,Biologia Computacional E Sistemas,2014.0,1.0,,,
,,,Ecologia,2005.0,1,Biologia Vegetal,2010.0,1.0,,,
,,,Educação Artística,1988.0,1,Bioquimica Agricola,2012.0,1.0,,,
,,,Educação Artística (licenciatura),1993.0,1,Ciencia E Tecnologia Das Radiações E Materiais,2008.0,1.0,,,
,,,Educação Artística - Música,2003.0,1,Bioquímica E Imunologia,2002.0,1.0,,,
,,,Educação Física,2002.0,1,Bioquímica E Imunologia,2017.0,1.0,,,
,,,Ciência Da Computação,2013.0,1,Bioquímica E Imunologia,2019.0,1.0,,,
,,,Ciência Da Computação,2005.0,1,Biotecnologia,2016.0,1.0,,,
,,,Farmácia,2012.0,1,Botânica,2014.0,1.0,,,
,,,Administração De Empresas,1996.0,1,"C & T Das Radiações, Minerais E Materiais",2006.0,1.0,,,
,,,Administração Em Análise De Sistema,2002.0,1,"C&t Das Radiações, Minerais E Materiais",2005.0,1.0,,,
,,,Administração Pública,1995.0,1,Computação Aplicada,2011.0,1.0,,,
,,,Administração Pública,2014.0,1,Comunicação Social,2000.0,1.0,,,
,,,Agronomia,1992.0,1,Engenharia Metalúrgica E De Minas,2012.0,1.0,,,
,,,Agronomia,1995.0,1,Engenharia Civil - Saneamento Ambiental,2006.0,1.0,,,
,,,Agronomia,2000.0,1,"Engenharia De Minas, Metalúrgica E De Materiais",2016.0,1.0,,,
,,,Agronomia,2007.0,1,Engenharia De Processos,2009.0,1.0,,,
,,,Agronomia,2008.0,1,Engenharia De Produção,2003.0,1.0,,,
,,,Agronomia,2009.0,1,Engenharia De Produção,2004.0,1.0,,,
,,,Análise E Desenvolvimento De Sistemas,2007.0,1,Engenharia De Produção,2005.0,1.0,,,
,,,Análise E Desenvolvimento De Sistemas,2011.0,1,Engenharia De Produção,2010.0,1.0,,,
,,,Análise E Desenvolvimento De Sistemas,2014.0,1,Engenharia De Produção,2019.0,1.0,,,
,,,Aquacultura,2010.0,1,Engenharia De Produção - Produção E Logística,2009.0,1.0,,,
,,,Arquitetura,1989.0,1,Engenharia De Produção Com Ênfase Em Marketing Estratégico,2000.0,1.0,,,
,,,Arquitetura,2002.0,1,Engenharia De Produção E Sistemas,1995.0,1.0,,,
,,,Arquitetura E Urbanismo,1974.0,1,Engenharia De Recursos Hídricos,2005.0,1.0,,,
,,,Arquitetura E Urbanismo,1978.0,1,Engenharia De Transportes,1990.0,1.0,,,
,,,Arquitetura E Urbanismo,1986.0,1,Engenharia De Transportes,1991.0,1.0,,,
,,,Arquitetura E Urbanismo,1987.0,1,Engenharia De Transportes,2017.0,1.0,,,
,,,Administração De Empresas,2001.0,1,Engenharia E Gestão De Processos E Sistemas,2014.0,1.0,,,
,,,Administração De Empresas,1995.0,1,Engenharia Eletrica,1989.0,1.0,,,
,,,Ciência Da Computação,1995.0,1,Engenharia Eletrônica,2016.0,1.0,,,
,,,Administração De Empresas,1990.0,1,Engenharia De Materiais De Construção Civil,2006.0,1.0,,,
,,, Especial De Formação De Professores,1994.0,1,Engenharia De Materiais,2019.0,1.0,,,
,,, Superior De Tecnologia Em Gestão De Rh,2006.0,1,Engenharia De Materiais,2003.0,1.0,,,
,,,(bacharelado) Ciências Bioloógicas,2005.0,1,Engenharia De Energia,2016.0,1.0,,,
,,,Abi - Ciências Biológicas,2014.0,1,Engenharia Da Computação E Modelagem Matemática,2017.0,1.0,,,
,,,Abi - Ciências Sociais,2002.0,1,Engenharia Da Energia,2008.0,1.0,,,
,,,Abi - Química,1993.0,1,Engenharia Da Energia,2015.0,1.0,,,
,,,Administração,1993.0,1,Engenharia Da Energia - Cefet/mg - Ufsj,2012.0,1.0,,,
,,,Administração,1994.0,1,Engenharia Da Energia - Cefet/mg - Ufsj,2013.0,1.0,,,
,,,Administração,1998.0,1,Engenharia De Alimentos,2005.0,1.0,,,
,,,Administração,1999.0,1,Engenharia De Defesa,2019.0,1.0,,,
,,,Administração,2000.0,1,Engenharia De Estruturas,2000.0,1.0,,,
,,,Administração,2001.0,1,Engenharia De Materiais,1998.0,1.0,,,
,,,Administração,2002.0,1,Engenharia De Estruturas,2001.0,1.0,,,
,,,Administração,2006.0,1,Engenharia De Estruturas,2003.0,1.0,,,
,,,Administração,2009.0,1,Engenharia De Estruturas,2008.0,1.0,,,
,,,Administração,2012.0,1,Engenharia De Estruturas,2010.0,1.0,,,
,,,Administração - Ênfase Em Comércio Exterior,1989.0,1,Engenharia De Estruturas,2015.0,1.0,,,
,,,Administração Comercio Exterior,1982.0,1,Engenharia De Estruturas,2016.0,1.0,,,
,,,Administração De Empresa,1988.0,1,Engenharia De Estruturas,2018.0,1.0,,,
,,,Arquitetura E Urbanismo,1988.0,1,Engenharia Eletrônica E Computação,1992.0,1.0,,,
,,,Arquitetura E Urbanismo,1997.0,1,Engenharia Eletrônica E Computação,2007.0,1.0,,,
,,,Arquitetura E Urbanismo,1998.0,1,Engenharia Elétrica,1984.0,1.0,,,
,,,Arquitetura E Urbanismo,2000.0,1,Engenharia Metalúrgica E De Minas,1991.0,1.0,,,
,,,Biologia,1986.0,1,Engenharia Mecânica [sp-capital],1993.0,1.0,,,
,,,Biomedicina,2013.0,1,Engenharia Mecänica,1989.0,1.0,,,
,,,Biomedicina (bolsista Integral - Prouni),2005.0,1,Engenharia Metalúrgica E De Materiais,2016.0,1.0,,,
,,,Bioquimica,2011.0,1,Engenharia Metalúrgica E De Minas,1978.0,1.0,,,
,,,Bioquímica,2006.0,1,Engenharia Metalúrgica E De Minas,1984.0,1.0,,,
,,,Bioquímica,2012.0,1,Engenharia Metalúrgica E De Minas,1987.0,1.0,,,
,,,Bsc In Management Studies And Operations Research,2006.0,1,Engenharia Metalúrgica E De Minas,1988.0,1.0,,,
,,,Ciencia Da Computacao,1978.0,1,Engenharia Metalúrgica E De Minas,1992.0,1.0,,,
,,,Ciencia Da Computacao,1999.0,1,Engenharia Mecânica,2011.0,1.0,,,
,,,Ciencia Da Computação,1992.0,1,Engenharia Metalúrgica E De Minas,1993.0,1.0,,,
,,,Ciencias Biologicas,2005.0,1,Engenharia Metalúrgica E De Minas,1996.0,1.0,,,
,,,Ciencias Biologicas,2006.0,1,Engenharia Metalúrgica E De Minas,1997.0,1.0,,,
,,,Ciencias Biologicas,2009.0,1,Engenharia Metalúrgica E De Minas,1998.0,1.0,,,
,,,Ciencias Biológicas,2006.0,1,Engenharia Metalúrgica E De Minas,2002.0,1.0,,,
,,,Ciencias Sociais,2005.0,1,Engenharia Metalúrgica E De Minas,2004.0,1.0,,,
,,,Cinema E Audiovisual,2010.0,1,Engenharia Metalúrgica E De Minas,2008.0,1.0,,,
,,,Ciência Da Computação,1988.0,1,Engenharia Mecânica,2012.0,1.0,,,
,,,Ciência Da Computação,1990.0,1,Engenharia Mecânica,2009.0,1.0,,,
,,,Ciência Da Computação,1991.0,1,Engenharia Elétrica,1990.0,1.0,,,
,,,Biblioteconomia E Ciência Da Informação,1998.0,1,Engenharia Elétrica - Cefet/mg - Ufsj,2012.0,1.0,,,
,,,Biblioteconomia,1981.0,1,Engenharia Elétrica,1991.0,1.0,,,
,,,Biblioteconomia,1975.0,1,Engenharia Elétrica,1997.0,1.0,,,
,,,Artes Cênicas,2006.0,1, De Ciências E Técnicas Nucleares,2007.0,1.0,,,
,,,Arquitetura E Urbanismo,2001.0,1,Engenharia Elétrica,2019.0,1.0,,,
,,,Arquitetura E Urbanismo,2006.0,1,Engenharia Elétrica (cefet Mg/ufsj),2015.0,1.0,,,
,,,Arquitetura E Urbanismo,2008.0,1,Engenharia Elétrica (ufsj / Cefet-mg),2010.0,1.0,,,
,,,Arquitetura E Urbanismo,2010.0,1,Engenharia Elétrica (ufsj / Cefet-mg),2015.0,1.0,,,
,,,Arquitetura E Urbanismo,2011.0,1,Engenharia Elétrica - Modelagem E Sistemas De Controle,2017.0,1.0,,,
,,,Arquitetura E Urbanismo,2012.0,1,Engenharia Mecânica,2004.0,1.0,,,
,,,Arquitetura E Urbanismo,2015.0,1,Engenharia Elétrica E De Computação,2005.0,1.0,,,
,,,Artes Cênicas,2002.0,1,Engenharia Elétrica E Informática Industrial,2015.0,1.0,,,
,,,Artes Plásticas,2007.0,1,Engenharia Geotécnica,2012.0,1.0,,,
,,,Bacharelado Interdisciplinar Em Biossistemas,2009.0,1,Engenharia Hidráulica E Saneamento,2017.0,1.0,,,
,,,Artes Visuais,2016.0,1,Engenharia Mecânica,1984.0,1.0,,,
,,,Artes Visuais,2019.0,1,Engenharia Mecânica,1995.0,1.0,,,
,,,Artes Visuais - Desenho,2008.0,1,Engenharia Mecânica,1998.0,1.0,,,
,,,Artes Visuais - Pintura,2009.0,1,Engenharia Civil - Área De Concetração Estruturas,2010.0,1.0,,,
,,,Arts And Humanities,2007.0,1,Engenharia Civil - Ecv/ufsc,2007.0,1.0,,,
,,,Bacharel Ciência Da Computação,2005.0,1,Comunicação Social,2001.0,1.0,,,
,,,Bacharel Em Teologia,1995.0,1,Engenharia Civil - Concentração Estruturas,2009.0,1.0,,,
,,,Bacharel Química,1964.0,1,"Ecologia, Conservacao E Manejo Da Vida Silvestre",2006.0,1.0,,,
,,,Engenharia Ambiental E Sanitária,2013.0,1,"Ecologia, Conservacao E Manejo Da Vida Silvestre",2007.0,1.0,,,
,,,Engenharia Civil,1988.0,1,"Ecologia, Conservacao E Manejo Da Vida Silvestre",2009.0,1.0,,,
,,,Engenharia Civil,1992.0,1,Economia,2003.0,1.0,,,
,,,Engenharia Mecatrônica,2011.0,1,Economia,2004.0,1.0,,,
,,,Engenharia Mecânica,1976.0,1,Economia,2010.0,1.0,,,
,,,Engenharia Mecânica,1979.0,1,Economia,2011.0,1.0,,,
,,,Engenharia Mecânica,1986.0,1,Economia Aplicada,2003.0,1.0,,,
,,,Engenharia Mecânica,1987.0,1,Economia Doméstica,2008.0,1.0,,,
,,,Engenharia Mecânica,1989.0,1,Educação,2003.0,1.0,,,
,,,Engenharia Mecânica,1991.0,1,Educação,2005.0,1.0,,,
,,, De Licenciatura Esquema 2,1990.0,1,Educação,2006.0,1.0,,,
,,,Engenharia Mecânica,1996.0,1,Educação,2008.0,1.0,,,
,,,Engenharia Mecânica,1998.0,1,Educação,2009.0,1.0,,,
,,,Engenharia Mecânica,2006.0,1,Educação,2011.0,1.0,,,
,,,Engenharia Mecânica,2012.0,1,Educação,2012.0,1.0,,,
,,,Engenharia Mecânica,2014.0,1,Educação,2014.0,1.0,,,
,,,Engenharia Mecânica,2020.0,1,Ecologia De Biomas Tropicais,2015.0,1.0,,,
,,,Engenharia Mecânica,2021.0,1,Ecologia (conservação E Manejo Da Vida Silvestre),2014.0,1.0,,,
,,,Engenharia Mecânica (ênfase Mecatrônica),1999.0,1,Ecologia (conservação E Manejo Da Vida Silvestre),2001.0,1.0,,,
,,,Engenharia Mecânica / Aeronáutica,1999.0,1,Demografia,2008.0,1.0,,,
,,,Engenharia Mecânica Com Ênfase Mecatrônica,1996.0,1,Comunicação Social,2014.0,1.0,,,
,,,Engenharia Mecânica Enfase Em Automação E Sistemas,2000.0,1,Comunicação Social,2017.0,1.0,,,
,,,Engenharia Metalurgica,1997.0,1,Construção Civil,2006.0,1.0,,,
,,,Engenharia Mecânica,1975.0,1,Construção Civil,2011.0,1.0,,,
,,,Engenharia Mecatrônica,2010.0,1,Construção Civil,2012.0,1.0,,,
,,,Engenharia Civil,1994.0,1,Construção Civil,2013.0,1.0,,,
,,,Engenharia Mecatrônica,2002.0,1,Demografia,1997.0,1.0,,,
,,,Engenharia Industrial Mecanica,1990.0,1,Desenvolvimento E Meio Ambiente,2012.0,1.0,,,
,,,Engenharia Industrial Mecanica,2001.0,1,Ecologia (conservação E Manejo Da Vida Silvestre),1999.0,1.0,,,
,,,Engenharia Industrial Mecânica,1981.0,1,"Desenvolvimento, Tecnologias E Sociedade",2015.0,1.0,,,
,,,Engenharia Industrial Mecânica,1982.0,1,Direito,2007.0,1.0,,,
,,,Engenharia Industrial Mecânica,1983.0,1,Direito,2010.0,1.0,,,
,,,Engenharia Industrial Mecânica,1985.0,1,Direito,2013.0,1.0,,,
,,,Engenharia Industrial Mecânica,1988.0,1,Direito Ambiental E Desenvolvimento Sustentável,2014.0,1.0,,,
,,,Engenharia Industrial Mecânica,1990.0,1,Direito Internacional Publico,1998.0,1.0,,,
,,,Engenharia Industrial Mecânica,1995.0,1,Ecologia,2019.0,1.0,,,
,,,Engenharia Industrial Mecânica,1996.0,1,Educação,2017.0,1.0,,,
,,,Engenharia Industrial Mecânica,1998.0,1,Educação,2019.0,1.0,,,
,,,Engenharia Industrial Mecânica,2009.0,1,Educação E Docência/mp,2014.0,1.0,,,
,,,Engenharia Insutrial Eletrica,1974.0,1,Engenharia Ambiental,2013.0,1.0,,,
,,,Engenharia Mecanica,1985.0,1,Engenharia Agrícola,2014.0,1.0,,,
,,,Engenharia Mecanica,1992.0,1,Engenharia Agrícola,2016.0,1.0,,,
,,,Engenharia Mecanica,1994.0,1,Engenharia Ambiental,1993.0,1.0,,,
,,,Engenharia Mecanica,1998.0,1,Engenharia Ambiental,2006.0,1.0,,,
,,,Engenharia Mecanica E De Automóveis,1994.0,1,Engenharia Ambiental,2009.0,1.0,,,
,,,Engenharia Mecatrônica,1998.0,1,Engenharia Ambiental,2010.0,1.0,,,
,,,Engenharia Metalurgica,2006.0,1,Engenharia Ambiental,2012.0,1.0,,,
,,,Engenharia Metalúrgica,1972.0,1,Engenharia Ambiental,2014.0,1.0,,,
,,,Engenharia Metalúrgica,1989.0,1,Engenharia Agrícola,2006.0,1.0,,,
,,,Engenharia Metalúrgica,2006.0,1,Engenharia Ambiental,2018.0,1.0,,,
,,,Estatística,2005.0,1,Engenharia Biomédica,2006.0,1.0,,,
,,,Estatística,2006.0,1,Engenharia Biomédica,2019.0,1.0,,,
,,,Estatística,2008.0,1,Engenharia Civil,1992.0,1.0,,,
,,,Estatística,2009.0,1,Engenharia Civil,2012.0,1.0,,,
,,,Estatística,2018.0,1,Engenharia Civil,2017.0,1.0,,,
,,,Estudos Lingüísticos,2010.0,1,Engenharia Civil,2019.0,1.0,,,
,,,Exchange Program In Environmental Sciences,2007.0,1,Engenharia Agrícola,2011.0,1.0,,,
,,,Famácia,2007.0,1,Engenharia Agrícola,2005.0,1.0,,,
,,,Farmacia Bioquímica,2003.0,1,Educação Em Ciências,2003.0,1.0,,,
,,,Farmácia,1984.0,1,Educação Tecnológica,2005.0,1.0,,,
,,,Farmácia,1985.0,1,Educação Física,2004.0,1.0,,,
,,,Farmácia,1989.0,1,Educação Física,2007.0,1.0,,,
,,,Farmácia,1997.0,1,Educação Física,2009.0,1.0,,,
,,,Farmácia,1998.0,1,Educação Tecnológica,1990.0,1.0,,,
,,,Farmácia,2002.0,1,Educação Tecnológica,1998.0,1.0,,,
,,,Farmácia,2003.0,1,Educação Tecnológica,1999.0,1.0,,,
,,,Farmácia,2007.0,1,Educação Tecnológica,2004.0,1.0,,,
,,,Farmácia,2008.0,1,Educação Tecnológica,2019.0,1.0,,,
,,,Farmácia,2010.0,1,Engenharia Aeronâutica E Mecânica,2016.0,1.0,,,
,,,Estatística,2003.0,1,Educação Tecnológica - Disciplina Isolada Tópicos,2007.0,1.0,,,
,,,Estatística,1997.0,1,Enfermagem,2004.0,1.0,,,
,,,Estatística,1994.0,1,Enfermagem,2015.0,1.0,,,
,,,Engenharia Química,1991.0,1,Enfermagem,2016.0,1.0,,,
,,,Engenharia Metalúrgica,2008.0,1,Enfermagem,2018.0,1.0,,,
,,,Engenharia Metalúrgica,2010.0,1,Engenharia Aeronâutica E Mecânica,2003.0,1.0,,,
,,,Engenharia Metalúrgica,2012.0,1,Engenharia Aeronâutica E Mecânica,2006.0,1.0,,,
,,,Engenharia Operacional Elétrica,1976.0,1,Zootecnia,2015.0,1.0,,,
,,,Engenharia Plena,1987.0,1,,,,,,
,,,Engenharia Quimica,1986.0,1,,,,,,
,,,Engenharia Química,1969.0,1,,,,,,
,,,Engenharia Química,1985.0,1,,,,,,
,,,Engenharia Química,1992.0,1,,,,,,
,,,Estatística,1989.0,1,,,,,,
,,,Engenharia Química,1999.0,1,,,,,,
,,,Engenharia Química,2000.0,1,,,,,,
,,,Engenharia Química,2003.0,1,,,,,,
,,,Engenharia Química,2007.0,1,,,,,,
,,,Engenharia Química,2011.0,1,,,,,,
,,,Engenharia Sanitária E Ambiental,2000.0,1,,,,,,
,,,Engenharia Sanitária E Ambiental,2002.0,1,,,,,,
,,,Engenharia Sanitária E Ambiental,2020.0,1,,,,,,
,,,Engenharia Industrial Elétrica,2006.0,1,,,,,,
,,,Engenharia Industrial Elétrica,2005.0,1,,,,,,
,,,Engenharia Industrial Elétrica,2004.0,1,,,,,,
,,,Engenharia Eletrica,2007.0,1,,,,,,
,,,Engenharia De Minas,2012.0,1,,,,,,
,,,Engenharia De Operação Elétrica,1977.0,1,,,,,,
,,,Engenharia De Operação Mecânica,1974.0,1,,,,,,
,,,Engenharia De Operações Mecânica,1977.0,1,,,,,,
,,,Engenharia De Produção,1999.0,1,,,,,,
,,,Engenharia De Produção,2001.0,1,,,,,,
,,,Engenharia De Produção,2008.0,1,,,,,,
,,,Engenharia De Produção,2011.0,1,,,,,,
,,,Engenharia De Produção,2013.0,1,,,,,,
,,,Engenharia De Produção - Agroindústria,2010.0,1,,,,,,
,,,Engenharia De Produção Civil,2011.0,1,,,,,,
,,,Engenharia De Produção Civil,2013.0,1,,,,,,
,,,Engenharia De Produção E Engenharia Civil,2002.0,1,,,,,,
,,,Engenharia De Telecomunicações,2005.0,1,,,,,,
,,,Engenharia De Transportes,2015.0,1,,,,,,
,,,Engenharia Eletrica,1968.0,1,,,,,,
,,,Engenharia Eletrica,1986.0,1,,,,,,
,,,Engenharia Eletrica,1987.0,1,,,,,,
,,,Engenharia Eletrica,1991.0,1,,,,,,
,,,Engenharia De Minas,1983.0,1,,,,,,
,,,Engenharia De Materiais,2015.0,1,,,,,,
,,,Engenharia De Materiais,2010.0,1,,,,,,
,,,Engenharia De Automação Industrial,2007.0,1,,,,,,
,,,Engenharia Civil,1995.0,1,,,,,,
,,,Engenharia Civil,2003.0,1,,,,,,
,,,Engenharia Civil,2004.0,1,,,,,,
,,,Engenharia Civil,2005.0,1,,,,,,
,,,Engenharia Civil,2011.0,1,,,,,,
,,,Engenharia Civil,2013.0,1,,,,,,
,,,Engenharia De Alimentos,2003.0,1,,,,,,
,,,Engenharia De Automação Industrial,2006.0,1,,,,,,
,,,Engenharia De Automação Industrial,2020.0,1,,,,,,
,,,Engenharia De Materiais,2005.0,1,,,,,,
,,,Engenharia De Computação,2009.0,1,,,,,,
,,,Engenharia De Controle E Automação,1994.0,1,,,,,,
,,,Engenharia De Controle E Automação,2001.0,1,,,,,,
,,,Engenharia De Controle E Automação,2003.0,1,,,,,,
,,,Engenharia De Controle E Automação,2007.0,1,,,,,,
,,,Engenharia De Energia,2008.0,1,,,,,,
,,,Engenharia De Energia,2014.0,1,,,,,,
,,,Engenharia De Infra Estrutura Aeronáutica,2002.0,1,,,,,,
,,,Engenharia Eletrica,1993.0,1,,,,,,
,,,Engenharia Eletrica,2008.0,1,,,,,,
,,,Engenharia Industrial Elétrica,1998.0,1,,,,,,
,,,Engenharia Eletronica E De Telecomunicacao,2001.0,1,,,,,,
,,,Engenharia Elétrica - Energia,2010.0,1,,,,,,
,,,Engenharia Elétrica Industrial,2005.0,1,,,,,,
,,,Engenharia Elétrica Sistemas Eletrônicos E Telecom,1991.0,1,,,,,,
,,,Engenharia Elétricva,1986.0,1,,,,,,
,,,Engenharia Florestal,2010.0,1,,,,,,
,,,Engenharia Florestal,2011.0,1,,,,,,
,,,Engenharia Geológica,2005.0,1,,,,,,
,,,Engenharia Geológica,2009.0,1,,,,,,
,,,Engenharia Industrial Eletrica,1985.0,1,,,,,,
,,,Engenharia Industrial Eletrica,1994.0,1,,,,,,
,,,Engenharia Industrial Eletrica,1995.0,1,,,,,,
,,,Engenharia Industrial Eletrica,1996.0,1,,,,,,
,,,Engenharia Industrial Eletrica,2005.0,1,,,,,,
,,,Engenharia Industrial Elétrica,1982.0,1,,,,,,
,,,Engenharia Industrial Elétrica,1983.0,1,,,,,,
,,,Engenharia Industrial Elétrica,1984.0,1,,,,,,
,,,Engenharia Industrial Elétrica,1987.0,1,,,,,,
,,,Engenharia Industrial Elétrica,1992.0,1,,,,,,
,,,Engenharia Industrial Elétrica,1994.0,1,,,,,,
,,,Engenharia Elétrica,2014.0,1,,,,,,
,,,Engenharia Elétrica,2002.0,1,,,,,,
,,,Engenharia Elétrica,1997.0,1,,,,,,
,,,Engenharia Eletrônica E De Telecomunicações,2006.0,1,,,,,,
,,,Engenharia Eletronica E Telecomunicação,2000.0,1,,,,,,
,,,Engenharia Eletrônica,2003.0,1,,,,,,
,,,Engenharia Eletrônica,2006.0,1,,,,,,
,,,Engenharia Eletrônica E De Telecomuniações,1995.0,1,,,,,,
,,,Engenharia Eletrônica E De Telecomunicação,2008.0,1,,,,,,
,,,Engenharia Eletrônica E De Telecomunicações,1997.0,1,,,,,,
,,,Engenharia Eletrônica E De Telecomunicações,2000.0,1,,,,,,
,,,Engenharia Eletrônica E De Telecomunicações,2004.0,1,,,,,,
,,,Engenharia Eletrônica E De Telecomunicações,2008.0,1,,,,,,
,,,Engenharia Elétrica,1996.0,1,,,,,,
,,,Engenharia Elétrica,1966.0,1,,,,,,
,,,Engenharia Elétrica,1970.0,1,,,,,,
,,,Engenharia Elétrica,1977.0,1,,,,,,
,,,Engenharia Elétrica,1978.0,1,,,,,,
,,,Engenharia Elétrica,1979.0,1,,,,,,
,,,Engenharia Elétrica,1980.0,1,,,,,,
,,,Engenharia Elétrica,1986.0,1,,,,,,
,,,Engenharia Elétrica,1989.0,1,,,,,,
,,,Zootecnia,1998.0,1,,,,,,
